Trường đại học,Chương trình đào tạo,Ngành đào tạo,Mã ngành,Chỉ tiêu tuyển sinh,Trình độ đào tạo,Địa điểm đào tạo,Năm tuyển sinh
Trường Đại học Khoa học Xã hội và Nhân văn - ĐHQGHN,Chương trình chuẩn,Việt Nam học,7310630,60,Đại học,"336 Nguyễn Trãi, Thanh Xuân, Hà Nội",2026
Trường Đại học Khoa học Xã hội và Nhân văn - ĐHQGHN,Chương trình chuẩn,Xã hội học,7310301,70,Đại học,"336 Nguyễn Trãi, Thanh Xuân, Hà Nội",2026
Trường Đại học Khoa học Xã hội và Nhân văn - ĐHQGHN,Chương trình chuẩn,Truyền thông đa phương tiện,7320104,50,Đại học,"336 Nguyễn Trãi, Thanh Xuân, Hà Nội",2026
Trường Đại học Kinh tế - ĐHQGHN,Chương trình chuẩn,"Quản trị kinh doanh (Bao gồm 04 chuyên ngành sau: Quản trị kinh doanh và phát triển doanh nghiệp, Quản trị Marketing, Truyền thông và Thương hiệu, Quản trị nhân lực, Quản trị kinh doanh khách sạn và lữ hành)",7340101,410,Đại học,"144 Xuân Thủy, Cầu Giấy, Hà Nội",2026
Trường Đại học Kinh tế - ĐHQGHN,Chương trình chuẩn,"Tài chính - Ngân hàng (Bao gồm 04 chuyên ngành sau: Tài chính doanh nghiệp, Ngân hàng và công nghệ tài chính, Quản trị rủi ro và bảo hiểm, Tài chính và đầu tư)",7340201,500,Đại học,"144 Xuân Thủy, Cầu Giấy, Hà Nội",2026
Trường Đại học Kinh tế - ĐHQGHN,Chương trình chuẩn,"Kế toán (Bao gồm 03 chuyên ngành sau: Kế toán định hướng nghề nghiệp quốc tế, Kiểm toán, Phân tích kinh doanh)",7340301,330,Đại học,"144 Xuân Thủy, Cầu Giấy, Hà Nội",2026
Trường Đại học Kinh tế - ĐHQGHN,Chương trình chuẩn,"Kinh tế quốc tế (Bao gồm 03 chuyên ngành sau: Thương mại quốc tế, Kinh doanh quốc tế và phát triển thị trường toàn cầu, Logistics và Chuỗi cung ứng toàn cầu)",7310106,510,Đại học,"144 Xuân Thủy, Cầu Giấy, Hà Nội",2026
Trường Đại học Kinh tế - ĐHQGHN,Chương trình chuẩn,"Kinh tế (Bao gồm 04 chuyên ngành sau: Kinh tế chính trị và Ngoại giao, Kinh tế truyền thông và báo chí, Kinh tế số và quản lý, Quản lý kinh tế)",7310101,400,Đại học,"144 Xuân Thủy, Cầu Giấy, Hà Nội",2026
Trường Đại học Kinh tế - ĐHQGHN,Chương trình chuẩn,"Kinh tế phát triển (Bao gồm 05 chuyên ngành sau: Kinh tế du lịch và dịch vụ, Kinh tế Tài nguyên, Môi trường và Bất động sản, Phân tích dữ liệu kinh tế và chính sách, Kinh tế đầu tư và phát triển, Hệ thống thông tin kinh tế và khoa học dữ liệu)",7310105,350,Đại học,"144 Xuân Thủy, Cầu Giấy, Hà Nội",2026
Trường Đại học Kinh tế - ĐHQGHN,Chương trình liên kết ĐH Troy (Hoa Kỳ),"Quản trị kinh doanh (do ĐH Troy cấp bằng) (Chuyên ngành Kinh doanh toàn cầu (Major: Global Business), có 02 định hướng chuyên sâu (concentration): Kinh doanh tổng hợp (General Business), Phân tích dữ liệu (Data Analytics))","7340101, 734",150,Đại học,"144 Xuân Thủy, Cầu Giấy, Hà Nội",2026
Trường Đại học Kinh tế - ĐHQGHN,Chương trình liên kết ĐH St.Francis (Hoa Kỳ),"Quản trị kinh doanh (do ĐH St.Francis cấp bằng) ( Bao gồm 05 chuyên ngành sau: Chuyên ngành kép (double majors): Kinh doanh Quốc tế và Quản trị Chuỗi cung ứng; hoặc: Chuyên ngành Marketing, Chuyên ngành Tài chính, Chuyên ngành Kinh doanh quốc tế, Chuyên ngành Quản trị Chuỗi cung ứng)","7340101, 734",350,Đại học,"144 Xuân Thủy, Cầu Giấy, Hà Nội",2026
